product_id,title,category,price,vendor_id,image_url,created_at,_injected_defect_label,defect_type
P000237,Visionary intangible paradigm,Beauty,430.37,vendor_7,https://placekittens.com/884/425,2025-10-06,clean,clean
P000238,Open-source 4thgeneration matrix,Beauty,360.77,vendor_8,https://placekittens.com/384/793,2025-12-20,clean,clean
P000239,Self-enabling exuding hierarchy,Electronics,310.64,vendor_4,https://placekittens.com/787/762,2026-01-11,clean,clean
P000240,Enhanced discrete workforce,Sports,498.73,vendor_2,https://picsum.photos/940/935,2026-01-19,clean,clean
P000241,Multi-channeled secondary infrastructure,Electronics,381.38,vendor_2,https://placekittens.com/71/340,2026-01-02,clean,clean
P000242,Decentralized mission-critical access,Beauty,,vendor_1,https://picsum.photos/111/861,2025-07-30,missing_price,missing_price
P000243,Enterprise-wide multimedia emulation,Sports,182.44,vendor_7,not_a_valid_url,2026-03-30,broken_image_url,broken_image_url
P000244,Up-sized content-based emulation,Books,285.13,vendor_3,https://dummyimage.com/445x151,2025-08-07,clean,clean
P000245,Centralized user-facing capacity,Electronics,306.7,vendor_7,https://picsum.photos/110/861,2026-04-06,clean,clean
P000246,SELF-ENABLING DYNAMIC EMULATION,Home & Kitchen,251.35,vendor_10,https://placekittens.com/237/855,2025-10-25,duplicate_title_case,clean
P000247,Upgradable scalable ability,Beauty,130.72,vendor_5,https://placekittens.com/100/309,2026-05-27,clean,clean
P000248,Focused responsive frame,Books,451.1,vendor_9,https://placekittens.com/356/669,2025-07-25,clean,clean
P000249,Integrated global workforce,Books,472.89,vendor_10,https://picsum.photos/929/865,2025-11-20,clean,clean
P000250,Innovative radical analyzer,Books,346.71,vendor_8,https://placekittens.com/280/512,2026-03-14,clean,clean
P000251,SYNERGIZED UPWARD-TRENDING GROUPWARE,Home & Kitchen,499.69,vendor_8,https://dummyimage.com/656x774,2025-11-28,duplicate_title_case,clean
P000252,Balanced directional strategy,Toys,182.68,vendor_5,https://dummyimage.com/798x659,2026-03-01,clean,clean
P000253,Fundamental tangible open architecture,Sports,15.86,vendor_7,https://placekittens.com/676/887,2026-03-28,clean,clean
P000254,Reverse-engineered solution-oriented methodology,Toys,433.21,vendor_1,https://dummyimage.com/304x695,2026-05-17,clean,clean
P000255,Focused client-server toolset,Beauty,250.88,vendor_5,https://picsum.photos/86/755,2026-01-07,clean,clean
P000256,Object-based multi-state extranet,Home & Kitchen,305.5,vendor_6,https://picsum.photos/210/983,2025-07-28,clean,clean
P000257,Total heuristic conglomeration,Home & Kitchen,312.34,vendor_3,https://picsum.photos/90/383,2025-07-28,clean,clean
P000258,Horizontal composite focus group,Beauty,324.94,vendor_5,https://dummyimage.com/641x104,2025-07-23,clean,clean
P000259,Persevering tertiary Graphical User Interface,,291.89,vendor_3,https://dummyimage.com/992x877,2026-06-30,missing_category,missing_category
P000260,Customer-focused eco-centric database,Sports,375.0,vendor_3,https://dummyimage.com/528x690,2026-05-17,clean,clean
P000261,Customizable high-level portal,Toys,438.85,vendor_6,https://picsum.photos/219/644,2025-07-22,clean,clean
P000262,Open-architected asynchronous encryption,Sports,416.08,vendor_5,https://placekittens.com/206/983,2026-06-03,clean,clean
P000263,Versatile next generation application,Books,483.86,vendor_5,https://dummyimage.com/16x935,2025-10-19,clean,clean
P000264,Stand-alone high-level projection,Sports,403.1,vendor_8,https://dummyimage.com/127x452,2026-03-18,clean,clean
P000265,Reverse-engineered encompassing portal,Home & Kitchen,378.3,vendor_4,https://dummyimage.com/465x637,2026-02-02,clean,clean
P000266,Intuitive dynamic extranet,Beauty,338.83,vendor_7,https://picsum.photos/243/800,2026-01-02,clean,clean
P000267,Function-based uniform archive,Toys,186.06,vendor_7,not_a_valid_url,2025-09-27,broken_image_url,broken_image_url
P000268,Versatile executive functionalities,Electronics,230.12,vendor_5,https://placekittens.com/155/624,2025-10-23,clean,clean
P000269,Polarized zero administration function,Beauty,470.44,vendor_2,https://picsum.photos/776/620,2026-01-17,clean,clean
P000270,Polarized optimizing alliance,Books,17.39,vendor_9,https://picsum.photos/959/289,2026-04-29,clean,clean
P000271,Organic fault-tolerant matrix,Toys,114.58,vendor_2,https://placekittens.com/523/667,2026-06-06,clean,clean
P000272,Front-line 6thgeneration benchmark,Books,455.15,vendor_5,https://dummyimage.com/228x663,2025-10-09,clean,clean
P000273,Balanced 24hour artificial intelligence,Electronics,74.19,vendor_1,https://picsum.photos/656/508,2025-12-22,clean,clean
P000274,Cloned motivating help-desk,Books,62.48,vendor_4,https://placekittens.com/335/900,2025-12-03,clean,clean
P000275,Monitored clear-thinking application,Home & Kitchen,197.38,vendor_6,https://placekittens.com/785/454,2025-07-21,clean,clean
P000276,Ameliorated cohesive secured line,Beauty,349.76,vendor_9,https://placekittens.com/477/978,2025-10-19,clean,clean
P000277,Quality-focused global task-force,Beauty,364.67,vendor_7,https://placekittens.com/791/207,2025-12-08,clean,clean
P000278,Up-sized actuating project,,309.75,vendor_5,https://dummyimage.com/91x778,2025-07-22,missing_category,missing_category
P000279,Pre-emptive logistical system engine,Home & Kitchen,224.47,vendor_4,https://dummyimage.com/5x258,2026-06-06,clean,clean
P000280,Total attitude-oriented functionalities,Electronics,490.56,vendor_6,https://placekittens.com/964/433,2026-05-08,clean,clean
P000281,Visionary 24/7 pricing structure,Beauty,182.54,vendor_7,https://dummyimage.com/653x877,2025-12-22,clean,clean
P000282,Seamless contextually-based moderator,Electronics,-474.76,vendor_8,https://placekittens.com/956/562,2025-07-30,negative_price,negative_price
P000283,Synchronized zero administration database,,321.55,vendor_1,https://picsum.photos/452/863,2025-10-20,missing_category,missing_category
P000284,Face-to-face methodical policy,Home & Kitchen,494.47,vendor_10,https://picsum.photos/347/81,2026-07-07,clean,clean
P000285,Organic maximized framework,Toys,107.54,vendor_4,https://placekittens.com/55/153,2025-11-26,clean,clean
P000286,Open-source next generation productivity,Home & Kitchen,167.64,vendor_3,https://placekittens.com/527/706,2025-08-07,clean,clean
P000287,Re-engineered uniform flexibility,Toys,6.4,vendor_3,https://picsum.photos/853/61,2026-02-19,clean,clean
P000288,Synchronized motivating time-frame,Toys,,vendor_3,https://picsum.photos/24/548,2025-08-16,missing_price,missing_price
P000289,Ergonomic client-server complexity,Home & Kitchen,12.36,vendor_4,https://placekittens.com/555/761,2025-09-18,clean,clean
P000290,DIVERSE INTERACTIVE STRATEGY,Electronics,91.25,vendor_1,https://placekittens.com/139/827,2026-02-27,duplicate_title_case,clean
P000291,Triple-buffered neutral hardware,Toys,61.26,vendor_2,https://placekittens.com/492/952,2026-02-16,clean,clean
P000292,Realigned static installation,Sports,259.05,vendor_2,https://dummyimage.com/637x821,2025-10-07,clean,clean
P000293,Enterprise-wide contextually-based time-frame,Home & Kitchen,472.98,vendor_1,https://picsum.photos/349/811,2025-10-12,clean,clean
P000294,Digitized multimedia archive,Beauty,263.12,vendor_8,https://picsum.photos/538/726,2026-05-28,clean,clean
P000295,Cross-platform human-resource adapter,Electronics,35.11,vendor_8,https://picsum.photos/998/554,2025-07-29,clean,clean
P000296,Configurable empowering challenge,Books,344.62,vendor_8,https://placekittens.com/631/167,2026-04-14,clean,clean
P000297,Networked coherent architecture,Books,41.38,vendor_2,https://dummyimage.com/538x245,2025-11-07,clean,clean
P000298,Front-line bi-directional firmware,Home & Kitchen,37.51,vendor_5,https://picsum.photos/252/715,2025-11-12,clean,clean
P000299,Sharable analyzing extranet,Toys,276.44,vendor_6,https://dummyimage.com/568x832,2026-07-05,clean,clean
P000300,Right-sized explicit system engine,Toys,267.63,vendor_8,https://placekittens.com/543/258,2026-06-09,clean,clean
P000301,Implemented disintermediate application,Books,54.09,vendor_2,https://picsum.photos/245/47,2025-09-09,clean,clean
P000302,Managed bi-directional flexibility,Beauty,439.46,vendor_9,https://dummyimage.com/673x574,2026-01-05,clean,clean
P000303,Grass-roots optimizing open system,Home & Kitchen,217.88,vendor_4,https://dummyimage.com/927x10,2025-12-27,clean,clean
P000304,Extended hybrid infrastructure,Books,202.37,vendor_2,https://placekittens.com/381/778,2025-12-26,clean,clean
P000305,Synchronized tangible product,Sports,334.23,vendor_6,https://placekittens.com/629/661,2026-06-29,clean,clean
P000306,Re-contextualized foreground success,Beauty,,vendor_2,https://dummyimage.com/728x355,2025-12-29,missing_price,missing_price
P000307,Customer-focused content-based secured line,Electronics,218.78,vendor_6,https://placekittens.com/979/873,2026-02-16,clean,clean
P000308,Enhanced real-time standardization,Toys,34.69,vendor_9,https://dummyimage.com/265x538,2026-01-08,clean,clean
P000309,Devolved multi-state system engine,Beauty,65.5,vendor_6,https://picsum.photos/762/116,2025-09-24,clean,clean
P000310,Devolved scalable throughput,Books,434.71,vendor_1,https://placekittens.com/455/734,2026-01-22,clean,clean
P000311,Devolved mobile Graphical User Interface,Toys,159.66,vendor_2,https://placekittens.com/63/698,2026-04-11,clean,clean
P000312,Assimilated zero administration middleware,Home & Kitchen,81.59,vendor_8,https://picsum.photos/497/955,2026-07-05,clean,clean
P000313,Object-based neutral frame,Electronics,178.31,vendor_9,https://placekittens.com/536/447,2025-11-11,clean,clean
P000314,Progressive secondary open system,Sports,289.18,vendor_7,https://picsum.photos/506/897,2026-05-07,clean,clean
P000315,,Toys,308.72,vendor_9,https://dummyimage.com/354x1006,2025-08-27,missing_title,missing_title
P000316,Innovative bifurcated conglomeration,Beauty,137.39,vendor_3,https://dummyimage.com/19x68,2026-01-19,clean,clean
P000317,Realigned fault-tolerant adapter,Sports,-461.16,vendor_6,https://dummyimage.com/706x859,2026-07-06,negative_price,negative_price
P000318,,Toys,330.39,vendor_2,https://dummyimage.com/344x108,2026-01-20,missing_title,missing_title
P000319,Mandatory logistical intranet,Electronics,50.42,vendor_9,https://placekittens.com/531/899,2025-08-21,clean,clean
P000320,Reactive foreground success,Books,229.55,vendor_3,https://placekittens.com/107/927,2025-08-12,clean,clean
P000321,Customer-focused grid-enabled encoding,Beauty,165.57,vendor_10,https://picsum.photos/169/44,2026-01-01,clean,clean
P000322,Centralized zero tolerance challenge,Electronics,,vendor_10,https://picsum.photos/673/250,2026-01-18,missing_price,missing_price
P000323,Polarized local encryption,Sports,224.34,vendor_7,https://placekittens.com/737/968,2026-04-07,clean,clean
P000324,Streamlined radical protocol,Books,210.02,vendor_4,https://dummyimage.com/625x356,2025-10-31,clean,clean
P000325,Streamlined secondary utilization,Electronics,175.86,vendor_2,https://placekittens.com/160/511,2026-03-23,clean,clean
P000326,Phased holistic data-warehouse,Beauty,298.6,vendor_9,https://placekittens.com/510/643,2025-10-25,clean,clean
P000327,Reduced cohesive methodology,Electronics,-114.16,vendor_10,https://dummyimage.com/462x670,2025-11-30,negative_price,negative_price
P000328,Balanced tangible open system,Sports,472.94,vendor_3,https://placekittens.com/1023/325,2026-01-05,clean,clean
P000329,Synergistic didactic firmware,Sports,167.42,vendor_1,https://picsum.photos/900/122,2026-04-18,clean,clean
P000330,Enterprise-wide well-modulated alliance,Books,91.97,vendor_7,https://dummyimage.com/980x952,2025-12-07,clean,clean
P000331,,Home & Kitchen,252.63,vendor_6,https://picsum.photos/542/940,2026-02-18,missing_title,missing_title
P000332,Upgradable bifurcated migration,Electronics,220.93,vendor_8,https://picsum.photos/669/834,2025-07-22,clean,clean
P000333,Persevering zero-defect initiative,Sports,290.0,vendor_10,https://placekittens.com/773/971,2026-03-19,clean,clean
P000334,Organic uniform workforce,Beauty,211.76,vendor_2,https://dummyimage.com/372x533,2026-05-25,clean,clean
P000335,Organized stable matrix,Sports,90.08,vendor_10,https://picsum.photos/540/792,2025-12-05,clean,clean
P000336,Optimized holistic initiative,Beauty,460.29,vendor_2,https://picsum.photos/916/439,2025-11-29,clean,clean
P000337,Automated didactic forecast,Electronics,125.44,vendor_10,https://placekittens.com/654/458,2025-11-12,clean,clean
P000338,Self-enabling 3rdgeneration Local Area Network,Electronics,200.9,vendor_5,https://dummyimage.com/73x107,2025-12-01,clean,clean
P000339,,Home & Kitchen,169.87,vendor_3,https://placekittens.com/553/825,2026-07-09,missing_title,missing_title
P000340,Ergonomic modular budgetary management,Electronics,267.65,vendor_4,https://picsum.photos/132/441,2025-11-16,clean,clean
P000341,Sharable responsive open architecture,Sports,178.79,vendor_3,https://placekittens.com/715/372,2026-05-06,clean,clean
P000342,Configurable analyzing forecast,Home & Kitchen,131.7,vendor_3,https://picsum.photos/623/80,2026-06-27,clean,clean
P000343,Exclusive actuating help-desk,Beauty,42.3,vendor_8,https://placekittens.com/88/597,2026-05-22,clean,clean
P000344,Optional even-keeled functionalities,Toys,381.14,vendor_8,https://picsum.photos/150/682,2025-07-29,clean,clean
P000345,Fundamental analyzing utilization,Toys,323.28,vendor_10,https://picsum.photos/627/894,2025-11-28,clean,clean
P000346,CROSS-PLATFORM MOTIVATING ARTIFICIAL INTELLIGENCE,Beauty,161.49,vendor_8,https://placekittens.com/23/22,2025-07-31,duplicate_title_case,clean
P000347,Realigned client-server moratorium,Beauty,154.9,vendor_5,https://picsum.photos/918/920,2025-08-25,clean,clean
P000348,Centralized scalable archive,Sports,256.13,vendor_5,https://placekittens.com/296/605,2026-05-03,clean,clean
P000349,Cross-platform intermediate Graphic Interface,Electronics,,vendor_5,https://placekittens.com/482/839,2025-09-16,missing_price,missing_price
P000350,Pre-emptive bifurcated core,Toys,299.07,vendor_7,https://placekittens.com/586/386,2026-07-06,clean,clean
P000351,Optional 24/7 moratorium,Toys,477.34,vendor_1,https://placekittens.com/251/865,2026-02-20,clean,clean
P000352,Customizable didactic orchestration,Toys,327.66,vendor_6,https://placekittens.com/174/392,2025-12-13,clean,clean
P000353,Horizontal foreground intranet,Toys,79.68,vendor_1,https://placekittens.com/400/684,2026-02-01,clean,clean
P000354,Object-based methodical attitude,Sports,491.28,vendor_2,https://dummyimage.com/68x128,2025-11-09,clean,clean
P000355,Configurable user-facing open system,Home & Kitchen,24.38,vendor_8,https://placekittens.com/123/436,2025-10-15,clean,clean
P000356,Triple-buffered needs-based encoding,Toys,263.76,vendor_3,https://dummyimage.com/168x991,2025-08-17,clean,clean
P000357,Down-sized multi-tasking paradigm,Sports,196.77,vendor_6,https://picsum.photos/622/832,2026-02-13,clean,clean
P000358,Adaptive incremental paradigm,Electronics,,vendor_6,https://picsum.photos/991/790,2026-03-28,missing_price,missing_price
P000359,Persevering asymmetric capability,Toys,340.8,vendor_5,https://picsum.photos/81/793,2025-11-11,clean,clean
P000360,Multi-channeled local capacity,Beauty,482.38,vendor_10,https://dummyimage.com/638x935,2026-05-26,clean,clean
P000361,Automated dedicated complexity,Sports,45.34,vendor_3,https://placekittens.com/212/161,2026-05-26,clean,clean
P000362,,Sports,484.01,vendor_7,https://dummyimage.com/228x692,2025-10-14,missing_title,missing_title
P000363,Visionary modular approach,Electronics,158.24,vendor_7,https://picsum.photos/743/510,2026-05-21,clean,clean
P000364,,Sports,407.53,vendor_9,https://picsum.photos/183/190,2026-04-30,missing_title,missing_title
P000365,Total contextually-based service-desk,Books,256.7,vendor_1,https://dummyimage.com/525x237,2026-05-04,clean,clean
P000366,Reverse-engineered hybrid paradigm,Home & Kitchen,475.83,vendor_6,https://placekittens.com/1011/667,2025-09-05,clean,clean
P000367,Phased scalable encoding,Books,100.04,vendor_3,https://picsum.photos/900/253,2026-03-02,clean,clean
P000368,Visionary actuating interface,Sports,422.99,vendor_2,https://placekittens.com/4/378,2025-11-22,clean,clean
P000369,Re-contextualized clear-thinking support,,418.38,vendor_9,https://dummyimage.com/456x552,2025-08-22,missing_category,missing_category
P000370,Assimilated disintermediate array,Toys,69.87,vendor_7,https://dummyimage.com/967x186,2025-11-12,clean,clean
P000371,Optimized demand-driven system engine,Home & Kitchen,416.52,vendor_10,https://placekittens.com/127/62,2025-11-07,clean,clean
P000372,Innovative global migration,Home & Kitchen,361.99,vendor_1,https://placekittens.com/200/133,2026-01-08,clean,clean
P000373,Grass-roots empowering neural-net,Beauty,361.19,vendor_8,https://placekittens.com/474/363,2026-05-28,clean,clean
P000374,Profit-focused fresh-thinking productivity,Beauty,392.98,vendor_4,https://placekittens.com/495/246,2025-11-04,clean,clean
P000375,Ameliorated needs-based complexity,Sports,482.97,vendor_8,https://placekittens.com/240/707,2025-11-02,clean,clean
P000376,Business-focused 3rdgeneration moratorium,Home & Kitchen,187.08,vendor_10,https://dummyimage.com/71x613,2026-05-23,clean,clean
P000377,Devolved 6thgeneration synergy,Books,385.87,vendor_7,https://dummyimage.com/1002x924,2025-08-08,clean,clean
P000378,Re-contextualized zero administration frame,Books,483.3,vendor_4,https://picsum.photos/943/391,2025-07-20,clean,clean
P000379,Organic hybrid customer loyalty,Home & Kitchen,437.14,vendor_1,https://picsum.photos/218/518,2025-09-22,clean,clean
P000380,Integrated heuristic website,Sports,279.5,vendor_2,https://placekittens.com/133/239,2025-09-07,clean,clean
P000381,Triple-buffered dedicated throughput,Toys,-426.33,vendor_5,https://picsum.photos/535/629,2026-05-26,negative_price,negative_price
P000382,MANAGED MOTIVATING INITIATIVE,Sports,227.41,vendor_9,https://picsum.photos/707/528,2026-03-09,duplicate_title_case,clean
P000383,Advanced radical emulation,Electronics,473.47,vendor_4,https://dummyimage.com/627x740,2026-03-12,clean,clean
P000384,Triple-buffered zero administration matrices,Sports,465.58,vendor_7,not_a_valid_url,2026-02-15,broken_image_url,broken_image_url
P000385,Digitized national artificial intelligence,Sports,121.71,vendor_2,https://dummyimage.com/933x544,2025-08-16,clean,clean
P000386,Monitored client-driven contingency,Electronics,162.75,vendor_2,https://placekittens.com/1005/683,2026-02-16,clean,clean
P000387,Enterprise-wide user-facing throughput,,170.97,vendor_3,https://dummyimage.com/537x575,2026-06-07,missing_category,missing_category
P000388,Sharable transitional paradigm,Books,349.56,vendor_3,https://dummyimage.com/755x412,2025-12-30,clean,clean
P000389,Profound encompassing help-desk,Books,227.06,vendor_1,https://picsum.photos/355/617,2025-09-08,clean,clean
P000390,Seamless demand-driven challenge,Electronics,131.68,vendor_3,https://picsum.photos/750/906,2025-10-11,clean,clean
P000391,Distributed well-modulated hierarchy,,306.4,vendor_7,https://placekittens.com/755/518,2025-12-23,missing_category,missing_category
P000392,Programmable explicit ability,Home & Kitchen,154.07,vendor_1,https://dummyimage.com/158x863,2025-07-18,clean,clean
P000393,ORGANIZED COMPOSITE NEURAL-NET,Beauty,397.98,vendor_8,https://dummyimage.com/402x449,2025-08-07,duplicate_title_case,clean
P000394,Multi-lateral user-facing adapter,Toys,270.35,vendor_9,https://picsum.photos/922/300,2025-08-30,clean,clean
P000395,Innovative eco-centric customer loyalty,,76.07,vendor_7,https://placekittens.com/301/494,2026-07-06,missing_category,missing_category
P000396,Compatible intermediate contingency,Home & Kitchen,287.48,vendor_3,https://dummyimage.com/762x873,2025-10-03,clean,clean
P000397,Phased radical collaboration,Electronics,264.12,vendor_6,not_a_valid_url,2026-02-17,broken_image_url,broken_image_url
P000398,Multi-layered reciprocal conglomeration,Toys,256.13,vendor_9,https://picsum.photos/882/143,2025-11-24,clean,clean
P000399,Expanded systematic encryption,Books,437.3,vendor_1,https://placekittens.com/438/568,2026-03-22,clean,clean
P000400,Customer-focused cohesive core,Sports,130.56,vendor_1,https://picsum.photos/26/989,2025-12-23,clean,clean
P000401,Front-line uniform infrastructure,Electronics,175.68,vendor_2,https://placekittens.com/765/940,2025-08-25,clean,clean
P000402,Decentralized eco-centric process improvement,Beauty,379.56,vendor_3,not_a_valid_url,2026-03-19,broken_image_url,broken_image_url
P000403,De-engineered bifurcated customer loyalty,Sports,407.69,vendor_3,https://placekittens.com/822/281,2025-09-20,clean,clean
P000404,Self-enabling tertiary Graphical User Interface,Beauty,234.99,vendor_8,https://dummyimage.com/897x90,2026-01-04,clean,clean
P000405,Seamless encompassing capability,Home & Kitchen,-36.23,vendor_8,https://dummyimage.com/136x128,2025-12-20,negative_price,negative_price
P000406,Multi-layered bi-directional analyzer,Electronics,396.6,vendor_1,https://picsum.photos/132/714,2025-08-19,clean,clean
P000407,Open-source 4thgeneration throughput,Sports,260.11,vendor_9,https://picsum.photos/696/441,2026-02-11,clean,clean
P000408,Innovative executive software,Electronics,377.88,vendor_4,https://placekittens.com/872/1009,2026-01-11,clean,clean
P000409,Future-proofed real-time capacity,Electronics,433.57,vendor_6,https://placekittens.com/59/467,2026-06-21,clean,clean
P000410,Exclusive value-added moderator,Sports,221.29,vendor_7,https://placekittens.com/268/810,2025-12-16,clean,clean
P000411,Optional modular frame,Books,172.82,vendor_3,https://placekittens.com/681/380,2026-01-25,clean,clean
P000412,Intuitive eco-centric approach,Books,186.84,vendor_9,https://dummyimage.com/692x378,2025-09-04,clean,clean
P000413,Adaptive radical access,Electronics,364.91,vendor_2,https://picsum.photos/502/811,2026-06-01,clean,clean
P000414,De-engineered transitional orchestration,,275.01,vendor_6,https://dummyimage.com/481x438,2025-07-27,missing_category,missing_category
P000415,Vision-oriented full-range moratorium,Beauty,151.34,vendor_8,https://dummyimage.com/342x529,2025-07-17,clean,clean
P000416,Cross-group neutral adapter,Books,87.49,vendor_8,https://dummyimage.com/621x518,2026-01-15,clean,clean
P000417,Open-architected 24/7 knowledge user,Electronics,364.77,vendor_6,https://dummyimage.com/828x38,2025-09-28,clean,clean
P000418,,Books,140.9,vendor_1,https://dummyimage.com/631x438,2026-03-26,missing_title,missing_title
P000419,De-engineered national data-warehouse,Books,184.84,vendor_3,https://dummyimage.com/358x122,2025-09-09,clean,clean
P000420,Cross-platform grid-enabled groupware,Home & Kitchen,,vendor_8,https://picsum.photos/669/171,2026-01-15,missing_price,missing_price
P000421,Synergized cohesive throughput,Home & Kitchen,390.37,vendor_6,https://picsum.photos/510/367,2025-08-26,clean,clean
P000422,Distributed systemic forecast,Toys,21.03,vendor_3,https://placekittens.com/713/528,2026-03-06,clean,clean
P000423,Quality-focused optimal methodology,Sports,189.15,vendor_2,https://picsum.photos/824/532,2025-08-08,clean,clean
P000424,Persistent high-level collaboration,Toys,186.64,vendor_6,https://placekittens.com/995/941,2026-01-10,clean,clean
P000425,Extended actuating core,Home & Kitchen,480.46,vendor_1,https://picsum.photos/826/711,2025-07-16,clean,clean
P000426,Programmable 5thgeneration interface,,261.28,vendor_9,https://dummyimage.com/211x946,2025-08-27,missing_category,missing_category
P000427,Self-enabling eco-centric standardization,Beauty,225.91,vendor_10,https://placekittens.com/258/676,2026-04-05,clean,clean
P000428,Realigned stable monitoring,Books,104.09,vendor_3,https://dummyimage.com/348x905,2026-06-17,clean,clean
P000429,Mandatory responsive intranet,Books,90.46,vendor_8,https://dummyimage.com/655x864,2026-03-22,clean,clean
P000430,Progressive responsive alliance,Beauty,483.94,vendor_6,https://picsum.photos/124/383,2025-08-26,clean,clean
P000431,Balanced analyzing model,Beauty,37.14,vendor_9,https://dummyimage.com/261x261,2025-10-24,clean,clean
P000432,Optimized fresh-thinking product,Sports,426.42,vendor_3,https://dummyimage.com/924x15,2025-10-29,clean,clean
P000433,Customer-focused transitional hardware,Toys,116.0,vendor_4,https://placekittens.com/906/688,2026-01-16,clean,clean
P000434,Secured secondary paradigm,Home & Kitchen,396.23,vendor_1,https://picsum.photos/436/21,2025-08-20,clean,clean
P000435,Sharable even-keeled groupware,Toys,,vendor_9,https://dummyimage.com/55x545,2025-08-02,missing_price,missing_price
P000436,User-friendly upward-trending benchmark,Electronics,158.1,vendor_8,https://dummyimage.com/48x388,2025-10-16,clean,clean
P000437,Business-focused bottom-line superstructure,,412.55,vendor_2,https://dummyimage.com/765x1001,2026-06-05,missing_category,missing_category
P000438,Exclusive optimal Internet solution,Beauty,41.71,vendor_8,https://picsum.photos/917/915,2025-09-18,clean,clean
P000439,Horizontal foreground adapter,Sports,68.53,vendor_9,https://placekittens.com/9/435,2025-09-01,clean,clean
P000440,Decentralized client-server approach,Home & Kitchen,385.05,vendor_3,https://dummyimage.com/349x690,2025-11-24,clean,clean
P000441,Innovative solution-oriented data-warehouse,Electronics,416.54,vendor_9,https://picsum.photos/714/884,2026-01-22,clean,clean
P000442,Programmable tertiary Graphical User Interface,Home & Kitchen,85.17,vendor_4,https://picsum.photos/188/628,2026-03-06,clean,clean
P000443,Digitized 5thgeneration product,Toys,447.99,vendor_2,https://picsum.photos/810/174,2026-06-16,clean,clean
P000444,Versatile multi-tasking capacity,,478.39,vendor_5,https://dummyimage.com/640x28,2026-02-12,missing_category,missing_category
P000445,Assimilated client-server paradigm,Toys,269.07,vendor_9,https://placekittens.com/997/345,2026-06-08,clean,clean
P000446,Implemented impactful interface,Toys,471.1,vendor_3,https://placekittens.com/153/219,2026-06-08,clean,clean
P000447,De-engineered bi-directional archive,Toys,361.71,vendor_10,https://picsum.photos/970/358,2025-07-30,clean,clean
P000448,,Toys,25.39,vendor_1,https://picsum.photos/491/65,2026-01-14,missing_title,missing_title
P000449,Streamlined non-volatile framework,Toys,136.0,vendor_4,https://dummyimage.com/314x322,2026-05-09,clean,clean
P000450,Stand-alone 5thgeneration knowledgebase,Books,310.96,vendor_1,https://dummyimage.com/474x807,2025-08-24,clean,clean
P000451,Synergistic client-server implementation,Beauty,275.06,vendor_5,https://placekittens.com/972/426,2026-04-10,clean,clean
P000452,Devolved foreground analyzer,Beauty,,vendor_8,https://placekittens.com/926/519,2026-01-14,missing_price,missing_price
P000453,Polarized modular paradigm,Home & Kitchen,222.6,vendor_8,https://dummyimage.com/4x947,2026-05-18,clean,clean
P000454,Expanded systemic database,Sports,305.3,vendor_6,https://dummyimage.com/473x265,2025-08-04,clean,clean
P000455,Public-key fresh-thinking infrastructure,Sports,368.43,vendor_6,https://picsum.photos/512/302,2025-12-09,clean,clean
P000456,Automated 24hour synergy,Home & Kitchen,381.53,vendor_9,https://picsum.photos/321/231,2025-07-31,clean,clean
P000457,Persistent 24/7 capability,Sports,124.66,vendor_2,https://placekittens.com/147/294,2025-08-17,clean,clean
P000458,Optimized next generation neural-net,Home & Kitchen,74.73,vendor_1,https://dummyimage.com/609x746,2026-06-23,clean,clean
P000459,Assimilated needs-based open system,Books,432.76,vendor_7,https://dummyimage.com/974x896,2026-06-08,clean,clean
P000460,Re-engineered responsive utilization,Home & Kitchen,407.67,vendor_10,https://dummyimage.com/431x16,2025-08-04,clean,clean
P000461,Total asynchronous instruction set,Home & Kitchen,382.75,vendor_8,https://picsum.photos/753/209,2025-09-05,clean,clean
P000462,Polarized bottom-line workforce,Books,251.89,vendor_5,https://dummyimage.com/100x112,2026-01-22,clean,clean
P000463,Compatible even-keeled interface,Electronics,472.89,vendor_9,https://placekittens.com/639/595,2026-05-18,clean,clean
P000464,Devolved 24/7 access,,111.5,vendor_6,https://placekittens.com/845/631,2025-11-12,missing_category,missing_category
P000465,Front-line fault-tolerant encoding,Books,300.77,vendor_8,https://picsum.photos/94/754,2025-08-24,clean,clean
P000466,Virtual mission-critical focus group,,424.35,vendor_7,https://picsum.photos/204/870,2025-11-09,missing_category,missing_category
P000467,Open-architected zero-defect capacity,Beauty,186.06,vendor_7,https://picsum.photos/915/488,2025-11-25,clean,clean
P000468,Decentralized executive budgetary management,Books,30.32,vendor_9,https://placekittens.com/540/423,2025-08-08,clean,clean
P000469,Grass-roots 24/7 toolset,Toys,147.86,vendor_7,https://picsum.photos/204/34,2026-02-12,clean,clean
P000470,Organized systematic process improvement,Toys,143.46,vendor_10,https://placekittens.com/844/4,2026-01-31,clean,clean
P000471,Fully-configurable asynchronous capacity,Electronics,68.69,vendor_2,https://placekittens.com/313/913,2026-05-08,clean,clean
P000472,Multi-channeled bi-directional middleware,Sports,281.13,vendor_6,https://picsum.photos/65/502,2026-04-19,clean,clean
P000473,Public-key clear-thinking support,Home & Kitchen,303.22,vendor_7,https://placekittens.com/714/918,2026-05-07,clean,clean
P000474,Centralized optimizing help-desk,Electronics,24.26,vendor_6,https://picsum.photos/428/182,2025-09-16,clean,clean
